,eg:date,eg:indicator,eg:note,eg:value
189,2013-04-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),0.139
190,2013-04-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),180
191,2013-04-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),0.01
192,2013-04-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),47
193,2013-04-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),39
194,2013-04-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),0.1381
195,2013-04-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),230
196,2013-04-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),0.1
197,2013-04-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),31
198,2013-04-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep),45
199,2013-04-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0
200,2013-04-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0
201,2013-04-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.000001
202,2013-04-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),68
203,2013-04-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),89
204,2013-04-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.1386
205,2013-04-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),80
206,2013-04-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.00001
207,2013-04-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),69
208,2013-04-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),52
209,2013-04-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.1384
210,2013-04-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),130
211,2013-04-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.0001
212,2013-04-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),33
213,2013-04-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),45
214,2013-04-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.1381
215,2013-04-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),180
216,2013-04-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.01
217,2013-04-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),173
218,2013-04-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),174
219,2013-04-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.1381
220,2013-04-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),230
221,2013-04-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),0.01
222,2013-04-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),28
223,2013-04-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep),23
224,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0
225,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0
226,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.0000001
227,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),51
228,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),59
229,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.14
230,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),80
231,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.0001
232,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),59
233,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),65
234,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.1384
235,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),130
236,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.001
237,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),166
238,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),182
239,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.1377
240,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),180
241,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.01
242,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),97
243,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),101
244,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.1386
245,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),230
246,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.01
247,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),32
248,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),27
249,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0
250,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0
251,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.000001
252,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),148
253,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),151
254,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.1391
255,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),80
256,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.0001
257,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),63
258,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),78
259,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.1381
260,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),130
261,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.01
262,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),98
263,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),94
264,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.1393
265,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),180
266,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.01
267,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),16
268,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),16
269,2013-04-03T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.1386
270,2013-04-03T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),230
271,2013-04-03T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),0.1
272,2013-04-03T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),68
273,2013-04-03T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in.5CB media  5 day incubation (*4-1-2013 prep),80
274,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0
275,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0
276,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.0000001
277,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),25
278,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),21
279,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),80
280,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.0001
281,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),300
282,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),300
283,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),130
284,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.001
285,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),119
286,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),157
287,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),180
288,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.001
289,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),17
290,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),16
291,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),230
292,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),0.01
293,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),19
294,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013 prep),17
295,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0
296,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0
297,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.0000001
298,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),18
299,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),18
300,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.138
301,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),80
302,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.0001
303,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),86
304,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),92
305,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.1382
306,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),130
307,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.001
308,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),42
309,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),52
310,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.1373
311,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),180
312,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.01
313,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),34
314,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),42
315,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.1366
316,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),230
317,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),0.1
318,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),22
319,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-1-2013 prep),39
320,2013-04-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0
321,2013-04-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0
322,2013-04-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0.000001
323,2013-04-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),32
324,2013-04-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),38
325,2013-04-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0.1419
326,2013-04-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),80
327,2013-04-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0.0001
328,2013-04-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),52
329,2013-04-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),66
330,2013-04-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0.141
331,2013-04-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),130
332,2013-04-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0.001
333,2013-04-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),44
334,2013-04-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),49
335,2013-04-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0.1412
336,2013-04-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),180
337,2013-04-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),0.01
338,2013-04-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 CB 5 day incubation (*4-8-2013 prep),20
