FILE: evap-pan.xls Updated: 7/24/2012 by John P. Anderson
File header updated by Ken Ramsey on 02/11/2013.

Data entered & verified in KeyesPunch dataentry software beginning with date 5/8/12. 
Data appended to this file from KeyesPunch data output file

Variable description:
interval_days = number of days between readings (date_read minus begin_period)
date_start = beginning date on which evaporation calculation is based
date_read = date of measurement
time = military time of measurement
curT = current water temperature (F)
minT = minimum water temperature since last reading (F)
maxT = maximum water temperature since last reading (F)
i_water = initial water level (inches)
f_water = final water level after evaporation (inches)
rain = rainfall since last measurement (inches)
init = initials of field reader
evap = evaporation since last good measurement (begin_period to date_read) (inches)
qflag = quality flag (C=good data. Comment present; G=good data; E=esimated water level; H=water level too high to measure; I=ice in pan; L=water level too low to measure; Q=questionable water level; R=missing rain data; T=missing min or max temperature; W=missing water level
comment = comment

interval_days,date_start,date_read,time,curT,minT,maxT,i_water,f_water,rain,init,evap,qflag,comment
5,03/13/1998,03/18/1998,1200,65,71,35,3.636,2.973,0.51,CMM,1.173,G,
9,03/18/1998,03/27/1998,1000,55,78,35,4.443,2.222,0.00,CMM,2.221,G,
6,03/27/1998,04/02/1998,1200,56,68,32,4.582,2.800,0.00,SR,1.782,G,
7,04/02/1998,04/09/1998,1200,50,33,74,4.454,2.208,0.00,SR,2.246,G,
8,04/09/1998,04/17/1998,1130,50,34,79,4.175,1.192,0.00,SR,2.983,G,
7,04/17/1998,04/24/1998,1300,72,32,84,3.874,1.610,0.00,SR,2.264,G,
6,04/24/1998,04/30/1998,1100,83,38,84,4.088,2.076,0.00,CMM,2.012,G,
5,04/30/1998,05/05/1998,1200,78,45,83,4.627,2.333,0.00,CMM,2.294,G,
7,05/05/1998,05/12/1998,1400,81,43,81,3.172,2.224,0.00,CMM,0.948,G,
3,05/12/1998,05/15/1998,1200,65,41,81,4.717,3.307,0.00,CMM,1.410,G,
4,05/15/1998,05/19/1998,1200,85,48,86,4.511,2.487,0.00,SR,2.024,G,
3,05/19/1998,05/22/1998,900,59,52,84,4.279,2.856,0.00,SR,1.423,G,
4,05/22/1998,05/26/1998,1200,83,50,88,4.336,1.867,0.00,CMM,2.469,G,
3,05/26/1998,05/29/1998,1200,86,52,90,4.382,2.912,0.00,CMM,1.470,G,
4,05/29/1998,06/02/1998,1000,65,53,89,4.506,2.440,0.00,CMM,2.066,G,
3,06/02/1998,06/05/1998,1000,74,45,80,4.611,2.610,0.00,SR,2.001,G,
3,06/05/1998,06/08/1998,1200,75,49,85,4.414,2.709,0.00,CMM,1.705,G,
4,06/08/1998,06/12/1998,1030,64,50,83,5.116,3.896,0.19,SR,1.410,G,
3,06/12/1998,06/15/1998,1230,78,51,86,5.079,3.148,0.00,CMM,1.931,G,
4,06/15/1998,06/19/1998,1000,75,53,91,4.887,2.350,0.00,CMM,2.537,G,
4,06/19/1998,06/23/1998,900,55,53,89,4.774,2.104,0.00,SR,2.670,G,
3,06/23/1998,06/26/1998,1030,74,52,90,4.722,2.788,0.00,CMM,1.934,G,
4,06/26/1998,06/30/1998,830,68,56,90,4.255,1.627,0.00,SR,2.628,G,
2,06/30/1998,07/02/1998,900,68,62,94,4.423,3.581,0.00,SR,0.842,G,
5,07/02/1998,07/07/1998,1000,70,64,93,4.882,3.724,0.64,SR,1.798,G,
3,07/07/1998,07/10/1998,1000,75,62,93,4.812,3.622,0.04,SR,1.230,G,
4,07/10/1998,07/14/1998,1030,74,65,96,4.521,2.366,0.00,SR,2.155,G,
3,07/14/1998,07/17/1998,945,69,62,96,4.489,3.145,0.19,SR,1.534,G,
4,07/17/1998,07/21/1998,1330,85,62,92,4.861,4.013,0.90,SR,1.748,G,
3,07/21/1998,07/24/1998,1200,74,64,92,4.793,4.552,0.63,SR,0.871,G,
4,07/24/1998,07/28/1998,1030,75,64,92,4.908,3.910,0.14,SR,1.138,G,
3,07/28/1998,07/31/1998,1030,73,63,94,4.702,3.592,0.00,SR,1.110,G,
4,07/31/1998,08/04/1998,1100,75,64,92,4.864,3.652,0.06,SR,1.272,G,
3,08/04/1998,08/07/1998,1400,89,58,91,4.687,3.831,0.28,SR,1.136,G,
4,08/07/1998,08/11/1998,1400,88,62,92,4.908,3.208,0.00,CMM,1.700,G,
3,08/11/1998,08/14/1998,1200,78,62,92,4.796,5.051,1.35,SR,1.095,G,
4,08/14/1998,08/18/1998,1200,79,62,93,5.051,3.642,0.00,CMM,1.409,G,
3,08/18/1998,08/21/1998,1300,84,64,91,4.869,3.885,0.06,SR,1.044,G,
4,08/21/1998,08/25/1998,1030,73,63,91,4.832,3.534,0.00,SR,1.298,G,
3,08/25/1998,08/28/1998,1145,83,66,94,4.726,4.119,0.39,SR,0.997,G,
4,08/28/1998,09/01/1998,1030,68,62,90,4.814,3.415,0.00,CMM,1.399,G,
3,09/01/1998,09/04/1998,1400,75,60,86,4.595,3.615,0.07,CMM,1.050,G,
4,09/04/1998,09/08/1998,1230,77,55,88,5.032,3.555,0.00,CMM,1.477,G,
3,09/08/1998,09/11/1998,1100,71,59,87,4.526,3.656,0.18,SR,1.050,G,
4,09/11/1998,09/15/1998,1500,83,58,90,4.730,3.220,0.01,CMM,1.520,G,
3,09/15/1998,09/18/1998,1430,84,58,87,4.039,3.423,0.00,CMM,0.616,G,
4,09/18/1998,09/22/1998,1600,85,55,88,4.405,3.100,0.00,SR,1.305,G,
3,09/22/1998,09/25/1998,1430,82,62,88,4.566,3.403,0.00,CMM,1.163,G,
7,09/25/1998,10/02/1998,1140,73,51,90,4.496,1.960,0.04,SR,2.576,G,
7,10/02/1998,10/09/1998,1115,60,42,80,4.352,1.705,0.00,SR,2.647,G,
7,10/09/1998,10/16/1998,1300,67,46,80,4.444,1.630,0.00,CMM,2.814,G,
6,10/16/1998,10/22/1998,1100,52,40,71,4.629,4.427,0.88,SR,1.082,G,
8,10/22/1998,10/30/1998,1200,62,45,75,4.427,4.416,1.12,SR,1.131,G,
7,10/30/1998,11/06/1998,1200,63,39,68,4.416,3.716,0.00,CMM,0.700,G,
6,11/06/1998,11/12/1998,1440,60,38,64,4.488,3.499,0.00,SR,0.989,G,
8,11/12/1998,11/20/1998,1100,45,38,67,3.499,2.112,0.00,CMM,1.387,G,
5,11/20/1998,11/25/1998,1215,55,35,62,4.268,3.488,0.00,SR,0.780,G,
9,11/25/1998,12/04/1998,930,41,35,62,3.488,3.336,0.61,SR,0.762,G,
7,12/04/1998,12/11/1998,1000,34,31,59,4.006,.,0.00,SR,.,I,"Water frozen, no fill or reading"
13,12/04/1998,12/17/1998,1200,39,29,57,4.006,2.894,0.00,CMM,1.112,G,
12,12/17/1998,12/29/1998,1200,43,29,58,4.170,2.930,0.08,CMM,1.320,G,
10,12/29/1998,01/08/1999,1130,45,31,59,4.746,3.446,0.00,SR,1.300,G,
7,01/08/1999,01/15/1999,1130,44,31,58,4.282,.,0.00,SR,.,I,"Water frozen, no fill or reading"
13,01/08/1999,01/21/1999,1130,50,30,63,4.282,2.228,0.00,SR,2.054,G,
8,01/21/1999,01/29/1999,930,42,30,65,3.929,.,0.34,SR,.,I,"Water frozen, no fill or reading"
15,01/21/1999,02/05/1999,1300,56,29,62,3.929,0.900,0.00,CMM,3.369,G,
7,02/05/1999,02/12/1999,1400,.,.,.,4.489,.,0.00,CMM,.,I,Water frozen
13,02/05/1999,02/18/1999,1200,68,29,68,4.489,1.925,0.00,CMM,2.564,G,
8,02/18/1999,02/26/1999,1200,60,32,69,4.452,2.399,0.00,CMM,2.053,G,
7,02/26/1999,03/05/1999,1300,68,35,71,4.352,2.292,0.00,CMM,2.060,G,
6,03/05/1999,03/11/1999,1000,53,36,69,4.218,2.796,0.00,SR,1.422,G,
8,03/11/1999,03/19/1999,1000,53,32,71,4.449,3.106,0.21,CMM,1.553,G,
7,03/19/1999,03/26/1999,1430,65,39,65,4.192,2.427,0.00,SR,1.765,G,
6,03/26/1999,04/01/1999,1500,71,43,77,4.290,3.264,0.57,CMM,1.596,G,
8,04/01/1999,04/09/1999,1000,57,32,74,4.250,2.104,0.00,CMM,2.146,G,
7,04/09/1999,04/16/1999,1430,73,35,73,4.495,2.261,0.00,SR,2.234,G,
7,04/16/1999,04/23/1999,1100,68,35,82,4.192,1.132,0.00,CMM,3.060,G,
4,04/23/1999,04/27/1999,1530,84,41,85,4.389,2.620,0.00,SR,1.769,G,
3,04/27/1999,04/30/1999,1300,71,45,85,4.053,2.810,0.00,CMM,1.243,G,
4,04/30/1999,05/04/1999,.,.,.,.,5.040,.,.,.,.,M,"Too windy, waves in Evap Pan"
6,04/30/1999,05/06/1999,1030,62,49,81,5.040,1.907,0.00,CMM,3.133,G,
5,05/06/1999,05/11/1999,1430,80,44,85,4.300,1.638,0.00,SR,2.662,G,
2,05/11/1999,05/13/1999,1245,75,49,85,4.172,3.173,0.00,SR,0.999,G,
5,05/13/1999,05/18/1999,930,62,45,87,4.540,1.736,0.00,SR,2.804,G,
3,05/18/1999,05/21/1999,1300,81,47,91,4.245,2.532,0.00,CMM,1.713,G,
4,05/21/1999,05/25/1999,1430,83,53,85,4.515,3.159,0.07,CMM,1.426,G,
2,05/25/1999,05/27/1999,1230,79,52,85,4.334,3.582,0.00,SR,0.752,G,
5,05/27/1999,06/01/1999,1000,62,50,90,4.743,3.533,0.00,SR,1.210,G,
2,06/01/1999,06/03/1999,1230,80,55,85,4.540,3.463,0.00,CMM,1.077,G,
5,06/03/1999,06/08/1999,1230,85,45,91,4.790,1.983,0.00,CMM,2.807,G,
2,06/08/1999,06/10/1999,1300,81,51,87,4.381,3.176,0.00,CMM,1.205,G,
5,06/10/1999,06/15/1999,1100,76,50,85,4.541,2.462,0.00,CMM,2.079,G,
3,06/15/1999,06/18/1999,1300,82,59,93,4.078,4.324,1.25,CMM,1.004,G,
7,06/18/1999,06/25/1999,1300,95,59,99,4.324,2.690,0.93,CMM,2.564,G,
4,06/25/1999,06/29/1999,930,73,65,99,4.593,2.794,0.00,SR,1.799,G,
3,06/29/1999,07/02/1999,1330,84,63,101,4.634,2.808,0.00,CMM,1.826,G,
7,07/02/1999,07/09/1999,930,71,64,99,4.840,2.624,0.49,SR,2.706,G,
4,07/09/1999,07/13/1999,1145,81,59,99,4.442,3.088,0.06,SR,1.414,G,
3,07/13/1999,07/16/1999,1030,77,62,93,4.511,3.705,0.47,CMM,1.276,G,
3,07/16/1999,07/19/1999,1245,84,63,93,4.560,3.910,0.34,CMM,0.990,G,
4,07/19/1999,07/23/1999,830,68,63,93,4.832,4.073,0.39,CMM,1.149,G,
4,07/23/1999,07/27/1999,1020,73,64,94,4.073,2.794,0.02,SR,1.299,G,
10,07/27/1999,08/06/1999,1300,83,62,92,4.441,4.224,1.55,SR,1.767,G,
7,08/06/1999,08/13/1999,1300,79,62,99,4.224,3.822,1.96,JK,2.362,G,
7,08/13/1999,08/20/1999,1400,91,61,97,4.907,2.649,0.00,SR,2.258,G,
6,08/20/1999,08/26/1999,1300,78,61,93,4.694,2.620,0.00,JK,2.074,G,
8,08/26/1999,09/03/1999,1600,81,60,93,4.880,2.249,0.03,JK,2.661,G,
7,09/03/1999,09/10/1999,1630,85,62,92,4.540,3.291,0.71,SR,1.959,G,
6,09/10/1999,09/16/1999,1000,59,56,89,4.503,3.179,0.14,JK,1.464,G,
8,09/16/1999,09/24/1999,1650,78,55,82,4.730,3.180,0.24,SR,1.790,G,
5,09/24/1999,09/29/1999,1130,63,45,86,4.486,2.639,0.00,SR,1.847,G,
9,09/29/1999,10/08/1999,1000,52,45,85,4.148,1.771,0.00,SR,2.377,G,
7,10/08/1999,10/15/1999,1200,53,44,80,4.053,2.379,0.00,JK,1.674,G,
7,10/15/1999,10/22/1999,1200,65,38,75,4.418,4.443,1.03,SR,1.005,G,
7,10/22/1999,10/29/1999,1630,65,35,91,4.443,2.917,0.00,SR,1.526,G,
7,10/29/1999,11/05/1999,1200,69,35,69,3.805,2.929,0.00,JK,0.876,G,
7,11/05/1999,11/12/1999,1300,60,35,70,4.601,3.352,0.00,JK,1.249,G,
7,11/12/1999,11/19/1999,1230,63,35,64,3.352,2.112,0.00,JK,1.240,G,
5,11/19/1999,11/24/1999,1100,50,32,52,4.260,3.271,0.00,JK,0.989,G,
9,11/24/1999,12/03/1999,1300,45,32,58,4.132,2.918,0.00,JK,1.214,G,
7,12/03/1999,12/10/1999,1230,35,31,48,4.190,.,0.00,SR,.,I,Ice in pan; no measurements.
7,12/10/1999,12/17/1999,1100,32,32,48,4.190,.,0.00,JK,.,I,Ice in pan; no measurements.
6,12/17/1999,12/23/1999,1000,36,31,51,4.190,.,0.00,SR,.,I,Ice in pan; no measurements.
35,12/03/1999,01/07/2000,1500,50,30,62,4.190,1.516,0.00,JK,2.674,G,
7,01/07/2000,01/14/2000,1500,45,33,68,3.600,2.634,0.00,SR,0.966,G,
7,01/14/2000,01/21/2000,1040,56,31,70,4.113,3.234,0.00,SR,0.879,G,
7,01/21/2000,01/28/2000,1200,42,33,65,4.132,2.789,0.00,JK,1.343,G,
7,01/28/2000,02/04/2000,1030,38,29,60,3.843,2.855,0.00,SR,0.988,G,
7,02/04/2000,02/11/2000,1100,53,30,68,3.793,2.529,0.00,JK,1.264,C,Dead bird in pan.
7,02/11/2000,02/18/2000,1300,60,33,74,3.390,1.701,0.00,JK,1.689,C,Dead bird in pan.
7,02/18/2000,02/25/2000,1030,52,34,69,4.142,2.750,0.00,SR,1.392,G,
7,02/25/2000,03/03/2000,1100,52,32,70,4.047,2.330,0.00,JK,1.717,C,Dead bird in pan.
7,03/03/2000,03/10/2000,1030,50,32,70,4.679,3.060,0.05,SR,1.669,C,Dean bird in pan.
7,03/10/2000,03/17/2000,1100,49,36,73,4.713,2.850,0.00,JK,1.863,G,
7,03/17/2000,03/24/2000,1300,62,34,74,4.889,3.619,0.00,JK,1.270,G,
7,03/24/2000,03/31/2000,1430,65,35,73,4.942,3.000,0.02,SR,1.962,C,Dead bird in pan.
7,03/31/2000,04/07/2000,1300,70,35,85,4.890,2.379,0.00,JK,2.511,G,
5,04/07/2000,04/12/2000,1100,67,39,79,4.390,2.463,0.00,JK,1.927,G,
2,04/12/2000,04/14/2000,1100,63,40,82,4.098,3.393,0.00,SR,0.705,C,2 dead birds in pan.
6,04/14/2000,04/20/2000,1000,61,39,81,4.390,1.578,0.00,JK,2.812,C,4 dead birds in pan.
5,04/20/2000,04/25/2000,1000,67,44,87,4.180,2.030,0.00,JK,2.150,G,
7,04/25/2000,05/02/2000,1400,77,44,85,4.105,2.471,0.00,JK,1.634,G,
3,05/02/2000,05/05/2000,1100,64,49,87,4.180,2.876,0.00,JK,1.304,G,
3,05/05/2000,05/08/2000,1000,60,51,85,4.218,2.792,0.00,JK,1.426,G,
4,05/08/2000,05/12/2000,1500,64,51,87,4.109,1.751,0.00,JK,2.358,G,
4,05/12/2000,05/16/2000,1100,73,45,88,4.370,2.480,0.00,JK,1.890,G,
3,05/16/2000,05/19/2000,1100,70,48,83,4.151,2.615,0.00,JK,1.536,G,
4,05/19/2000,05/23/2000,1000,65,50,92,4.136,2.318,0.00,JK,1.818,G,
3,05/23/2000,05/26/2000,1100,66,50,89,4.302,2.491,0.00,JK,1.811,G,
5,05/26/2000,05/31/2000,1300,82,49,96,4.190,1.526,0.00,JK,2.664,G,
2,05/31/2000,06/02/2000,1200,81,60,92,4.026,3.042,0.00,SR,0.984,G,
4,06/02/2000,06/06/2000,900,65,58,92,4.214,2.922,0.14,JK,1.432,G,
2,06/06/2000,06/08/2000,1000,69,61,90,4.315,3.472,0.00,SR,0.843,G,
5,06/08/2000,06/13/2000,1000,78,56,97,4.572,2.654,0.27,SR,2.188,G,
3,06/13/2000,06/16/2000,1000,76,57,94,4.192,2.523,0.00,SR,1.669,G,
6,06/16/2000,06/22/2000,1130,80,56,94,4.136,3.088,1.47,SR,2.518,G,
7,06/22/2000,06/29/2000,1200,65,59,90,4.685,3.881,1.80,SR,2.604,G,
5,06/29/2000,07/04/2000,1330,69,60,96,5.028,3.441,0.00,JK,1.587,G,
2,07/04/2000,07/06/2000,1330,84,61,97,4.293,3.580,0.26,JK,0.973,G,
5,07/06/2000,07/11/2000,1230,88,60,97,4.846,3.078,0.00,JK,1.768,G,
3,07/11/2000,07/14/2000,1000,70,65,95,4.508,3.824,0.41,SR,1.094,G,
4,07/14/2000,07/18/2000,1130,81,64,100,4.733,3.411,0.21,SR,1.532,G,
3,07/18/2000,07/21/2000,1430,90,64,96,4.606,3.858,0.64,JK,1.388,G,
4,07/21/2000,07/25/2000,1400,92,63,96,4.654,2.904,0.00,JK,1.750,G,
2,07/25/2000,07/27/2000,1200,90,65,94,4.430,3.400,0.00,SR,1.030,G,
10,07/27/2000,08/06/2000,1400,88,59,97,4.655,1.004,0.15,JK,3.801,G,
4,08/06/2000,08/10/2000,1200,83,63,97,4.046,3.857,0.25,JK,0.439,G,
5,08/10/2000,08/15/2000,1100,78,61,94,4.660,2.744,0.00,JK,1.916,G,
3,08/15/2000,08/18/2000,1100,78,61,90,4.168,3.194,0.03,JK,1.004,G,
4,08/18/2000,08/22/2000,1100,71,62,94,4.102,2.382,0.00,JK,1.720,G,
3,08/22/2000,08/25/2000,930,68,60,92,4.138,3.000,0.00,JK,1.138,G,
4,08/25/2000,08/29/2000,1130,69,61,93,4.345,3.304,0.43,JK,1.471,G,
3,08/29/2000,09/01/2000,1130,75,56,88,4.495,3.602,0.07,SR,0.963,G,
7,09/01/2000,09/08/2000,1030,71,51,89,4.602,3.504,0.00,JK,1.098,G,
5,09/08/2000,09/13/2000,1200,76,55,90,4.654,2.534,0.00,JK,2.120,G,
2,09/13/2000,09/15/2000,1200,73,55,90,4.416,3.444,0.00,JK,0.972,G,
7,09/15/2000,09/22/2000,1500,82,52,90,5.038,2.333,0.00,JK,2.705,G,
7,09/22/2000,09/29/2000,1230,72,46,86,5.020,2.761,0.04,JK,2.299,G,
7,09/29/2000,10/06/2000,1030,63,53,85,4.997,4.996,0.00,SR,.,M,Low evap [of 0.001] seems questionable.
7,10/06/2000,10/13/2000,1030,68,54,83,2.523,4.143,0.20,SR,.,M,"[Probable field observation recording error. Initial and final levels, with rainfall, don't make sense.]"
7,10/13/2000,10/20/2000,1400,72,45,75,5.010,3.866,0.26,JK,1.404,G,
7,10/20/2000,10/27/2000,1200,58,44,74,4.700,4.470,0.65,JK,0.880,C,Before & after fill are same; not an error.
13,10/27/2000,11/09/2000,1500,57,32,67,4.470,5.114,1.52,JK,0.876,C,Before & after fill are same; not an error.
8,11/09/2000,11/17/2000,1100,42,32,59,5.114,4.169,0.09,JK,1.035,C,Before & after fill are same; not an error.
5,11/17/2000,11/22/2000,930,40,30,52,4.169,3.703,0.00,JK,0.466,G,
9,11/22/2000,12/01/2000,1030,45,21,63,4.567,3.668,0.00,SR,0.899,G,
7,12/01/2000,12/08/2000,1330,52,33,57,5.036,4.469,0.00,JK,0.567,C,No water added.
6,12/08/2000,12/14/2000,1100,41,36,58,4.469,3.528,0.02,SR,0.961,G,
7,12/14/2000,12/21/2000,1230,46,23,59,5.020,4.265,0.00,JK,0.755,G,
22,12/21/2000,01/12/2001,1145,41,29,56,5.027,3.903,0.23,JK,1.354,G,
7,01/12/2001,01/19/2001,1200,.,.,.,4.782,.,0.16,JK,.,I,Ice in pan; no measurements.
14,01/12/2001,01/26/2001,1330,51,30,58,.,3.956,0.00,JK,0.986,G,
14,01/26/2001,02/09/2001,1515,51,29,63,4.787,3.257,0.00,JK,1.530,G,
12,02/09/2001,02/21/2001,1200,58,30,66,4.552,3.016,0.23,JK,1.766,G,
9,02/21/2001,03/02/2001,1500,57,35,67,4.664,3.494,0.27,JK,1.440,G,
7,03/02/2001,03/09/2001,1130,52,35,71,4.628,3.559,0.00,JK,1.069,G,
7,03/09/2001,03/16/2001,1200,52,31,70,4.658,2.927,0.00,JK,1.731,G,
7,03/16/2001,03/23/2001,1500,72,36,76,4.886,3.083,0.00,JK,1.803,G,
7,03/23/2001,03/30/2001,900,55,38,74,4.660,2.960,0.00,JK,1.700,G,
8,03/30/2001,04/07/2001,1200,60,34,78,4.129,1.704,0.11,JK,2.535,G,
4,04/07/2001,04/11/2001,1000,42,35,66,4.912,3.062,0.00,DP,1.850,G,
9,04/11/2001,04/20/2001,900,58,37,84,4.548,1.860,0.00,JK,2.688,G,
7,04/20/2001,04/27/2001,928,55,37,87,5.107,2.112,0.00,DP,2.995,G,
7,04/27/2001,05/04/2001,1300,68,46,84,5.198,1.860,0.00,JK,3.338,G,
4,05/04/2001,05/08/2001,1000,62,39,85,5.053,3.206,0.00,JK,1.847,G,
5,05/08/2001,05/13/2001,1200,72,53,84,4.865,4.562,0.10,JK,0.403,G,
4,05/13/2001,05/17/2001,1321,82,54,86,5.115,3.776,0.27,DP,1.609,G,
5,05/17/2001,05/22/2001,1440,85,47,86,5.180,2.748,0.00,DP,2.432,G,
3,05/22/2001,05/25/2001,1428,87,53,88,5.018,3.568,0.00,DP,1.450,G,
5,05/25/2001,05/30/2001,900,58,50,89,5.028,2.372,0.00,JK,2.656,G,
2,05/30/2001,06/01/2001,1130,76,54,92,4.182,3.133,0.00,JK,1.049,G,
4,06/01/2001,06/05/2001,1057,70,53,90,4.866,2.086,0.00,DP,2.780,G,
2,06/05/2001,06/07/2001,1100,74,52,91,4.307,3.183,0.00,JK,1.124,C,Pan cleaned
5,06/07/2001,06/12/2001,1235,81,57,92,5.003,2.129,0.00,DP,2.874,G,
3,06/12/2001,06/15/2001,1200,75,50,86,4.872,2.901,0.00,JK,1.971,G,
4,06/15/2001,06/19/2001,1511,88,57,95,4.432,2.391,0.00,DP,2.041,G,
3,06/19/2001,06/22/2001,1215,81,59,91,4.959,3.704,0.01,DP,1.265,G,
5,06/22/2001,06/27/2001,920,64,59,92,4.651,2.703,0.01,DP,1.958,G,
2,06/27/2001,06/29/2001,1835,82,62,96,4.554,3.732,0.22,DP,1.042,G,
3,06/29/2001,07/02/2001,1120,80,62,93,4.763,3.666,0.20,DP,1.297,G,
4,07/02/2001,07/06/2001,1600,92,59,94,4.556,2.361,0.00,JK,2.195,G,
5,07/06/2001,07/11/2001,945,73,60,93,4.342,2.270,0.00,JK,2.072,G,
2,07/11/2001,07/13/2001,1430,62,92,94,4.300,2.912,0.00,JK,1.388,G,
4,07/13/2001,07/17/2001,1015,71,63,96,4.150,2.256,0.02,DP,1.914,G,
3,07/17/2001,07/20/2001,1030,69,63,93,4.368,3.590,0.31,JK,1.088,G,
4,07/20/2001,07/24/2001,1415,82,64,96,4.256,2.662,0.00,JK,1.594,G,
7,07/24/2001,07/31/2001,1015,74,63,95,4.111,2.820,0.00,JK,1.291,G,
3,07/31/2001,08/03/2001,1104,72,62,95,4.043,3.284,0.03,RB,0.789,G,
4,08/03/2001,08/07/2001,1230,72,61,90,4.124,2.496,0.03,DP,1.658,G,
3,08/07/2001,08/10/2001,1200,74,62,83,4.294,3.472,0.00,RB,0.822,C,No water flow from fill pipe
3,08/10/2001,08/13/2001,1258,83,61,90,3.472,2.771,0.22,RB,0.921,G,
4,08/13/2001,08/17/2001,1045,72,61,81,4.090,3.136,0.10,RB,1.054,G,
4,08/17/2001,08/21/2001,1345,69,61,92,4.252,3.029,0.14,JK,1.363,G,
3,08/21/2001,08/24/2001,1045,71,59,88,4.328,3.340,0.00,JK,0.988,G,
4,08/24/2001,08/28/2001,1000,69,61,92,4.406,2.847,0.01,JK,1.569,G,
3,08/28/2001,08/31/2001,1400,85,59,89,4.123,3.668,0.70,JK,1.155,G,
4,08/31/2001,09/04/2001,900,60,58,89,4.405,3.042,0.00,RB,1.363,G,
3,09/04/2001,09/07/2001,1030,68,56,89,4.869,3.257,0.00,DP,1.612,G,
4,09/07/2001,09/11/2001,1308,80,50,84,4.746,2.986,0.00,RB,1.760,G,
10,09/11/2001,09/21/2001,1109,66,56,87,4.518,3.468,0.00,RB,1.050,G,
7,09/21/2001,09/28/2001,832,49,48,86,4.119,2.356,0.00,RB,1.763,G,
7,09/28/2001,10/05/2001,953,58,47,80,4.597,2.520,0.00,RB,2.077,G,
7,10/05/2001,10/12/2001,1050,58,43,79,4.493,2.668,0.00,DP,1.825,G,
7,10/12/2001,10/19/2001,1109,55,36,75,4.412,2.476,0.00,RB,1.936,G,
7,10/19/2001,10/26/2001,1043,51,42,74,4.149,2.217,0.00,DP,1.932,G,
6,10/26/2001,11/01/2001,1422,67,46,77,4.266,2.840,0.00,DP,1.426,G,
8,11/01/2001,11/09/2001,1015,44,41,70,4.342,2.977,0.06,JK,1.425,G,
7,11/09/2001,11/16/2001,1045,51,40,67,4.173,3.442,0.16,JK,0.891,G,
14,11/16/2001,11/30/2001,1200,43,30,62,4.178,2.434,0.10,DP,.,I,"1/3 covered with ice,approximately 1 cm thick"
21,11/16/2001,12/07/2001,1230,39,31,58,4.220,3.405,0.00,JK,0.873,G,
12,12/07/2001,12/19/2001,.,.,.,.,.,.,.,.,.,I,Ice in pan; no measurements.
14,12/07/2001,12/21/2001,1207,49,29,51,4.284,3.426,0.02,DP,0.878,E,3 seconds of evap pan filling before the before-fill measurement was taken
24,12/21/2001,01/14/2002,1200,44,28,62,4.595,2.358,0.06,JK,2.297,G,
11,01/14/2002,01/25/2002,1315,.,.,.,3.768,.,0.01,DP,.,I,Ice in pan; no measurements.
14,01/14/2002,01/28/2002,1530,59,30,61,3.768,1.476,0.00,AC,2.292,G,
4,01/28/2002,02/01/2002,.,.,.,.,3.746,.,.,DP,.,I,Ice in pan; no measurements.
6,01/28/2002,02/03/2002,1239,46,30,59,3.746,4.140,0.64,DP,0.246,G,
12,02/03/2002,02/15/2002,1100,46,30,60,4.140,3.049,0.46,AC,1.551,G,
7,02/15/2002,02/22/2002,1720,61,31,65,4.568,3.022,0.00,DP,1.546,G,
7,02/22/2002,03/01/2002,1100,67,31,53,4.406,2.735,0.00,JK,1.671,G,
6,03/01/2002,03/07/2002,1000,50,30,67,4.068,2.709,0.00,AC,1.359,G,
7,03/07/2002,03/14/2002,1015,55,33,72,4.240,1.800,0.00,JK,2.440,G,
8,03/14/2002,03/22/2002,1430,71,35,74,4.048,1.750,0.00,AC,2.298,G,
14,03/22/2002,04/05/2002,1200,70,41,82,4.480,1.704,0.00,AC,2.776,G,
7,04/05/2002,04/12/2002,1000,54,43,82,5.004,2.532,0.00,DP,2.472,G,
7,04/12/2002,04/19/2002,1315,76,48,82,5.050,1.611,0.00,JK,3.439,G,
4,04/19/2002,04/23/2002,1115,60,39,80,5.115,3.297,0.00,JK,1.818,G,
2,04/23/2002,04/25/2002,1450,65,48,84,4.253,3.288,0.00,DP,0.965,G,
6,04/25/2002,05/01/2002,1415,70,43,83,4.526,1.804,0.00,DP,2.722,G,
2,05/01/2002,05/03/2002,.,56,43,81,4.443,3.157,0.00,AC,1.286,G,
7,05/03/2002,05/10/2002,930,55,45,82,4.515,2.396,0.00,JK,2.119,G,
4,05/10/2002,05/14/2002,1230,77,46,82,4.250,1.985,0.00,JK,2.265,G,
3,05/14/2002,05/17/2002,1000,62,46,88,4.441,2.624,0.00,AC,1.817,G,
2,05/17/2002,05/19/2002,1230,77,46,85,4.548,3.622,0.35,AC,1.276,G,
5,05/19/2002,05/24/2002,1230,77,46,82,4.275,1.985,0.00,JK,2.290,G,
4,05/24/2002,05/28/2002,1000,61,48,85,4.441,2.385,0.00,AC,2.056,G,
3,05/28/2002,05/31/2002,1200,81,54,90,4.364,2.960,0.00,AC,1.404,G,
4,05/31/2002,06/04/2002,1030,70,55,93,4.116,2.098,0.00,AC,2.018,G,
3,06/04/2002,06/07/2002,1230,83,53,90,4.104,3.100,0.00,JK,1.004,G,
4,06/07/2002,06/11/2002,1300,86,55,91,4.076,1.938,0.00,AC,2.138,G,
3,06/11/2002,06/14/2002,1100,78,58,94,4.576,2.694,0.00,AC,1.882,G,
